,Transaction Date,Transaction ID,Item,Quantity,Price Per Unit,Total Spent
3998,2023-06-03,TXN_9982090,Tea,5.0,1.5,7.5
3997,2023-06-03,TXN_3379182,Juice,4.0,3.0,12.0
4005,2023-06-03,TXN_3190538,Coffee,2.0,2.0,4.0
3994,2023-06-03,TXN_1084222,Coffee,4.0,2.0,8.0
4001,2023-06-03,TXN_8570149,Tea,1.0,1.5,1.5
3991,2023-06-03,TXN_7896733,Juice,4.0,3.0,12.0
3993,2023-06-03,TXN_5413433,Juice,4.0,3.0,12.0
3985,2023-06-03,TXN_1819615,Coffee,4.0,2.0,8.0
3986,2023-06-03,TXN_8107970,Coffee,2.0,2.0,4.0
3984,2023-06-03,TXN_3055407,Tea,2.0,1.5,3.0
3988,2023-06-03,TXN_8819928,Coffee,5.0,2.0,10.0
3989,2023-06-03,TXN_3739424,Juice,1.0,3.0,3.0
3990,2023-06-03,TXN_2132434,Salad,4.0,5.0,20.0
3987,2023-06-03,TXN_5511805,Juice,1.0,3.0,3.0
4024,2023-06-04,TXN_4331770,Salad,4.0,5.0,20.0
4016,2023-06-04,TXN_4336892,Cookie,2.0,1.0,2.0
4023,2023-06-04,TXN_4916936,Smoothie,1.0,4.0,4.0
4022,2023-06-04,TXN_5689687,Juice,5.0,3.0,15.0
4021,2023-06-04,TXN_2036482,Juice,1.0,3.0,3.0
4019,2023-06-04,TXN_5454841,Cookie,5.0,1.0,5.0
4018,2023-06-04,TXN_1700027,Smoothie,4.0,4.0,16.0
4017,2023-06-04,TXN_7954416,Coffee,1.0,2.0,2.0
4015,2023-06-04,TXN_5908857,Smoothie,5.0,4.0,20.0
4020,2023-06-04,TXN_9253541,Tea,1.0,1.5,1.5
4013,2023-06-04,TXN_2970011,Coffee,4.0,2.0,8.0
4012,2023-06-04,TXN_8725721,Smoothie,1.0,4.0,4.0
4011,2023-06-04,TXN_6987705,Cookie,5.0,1.0,5.0
4010,2023-06-04,TXN_9874588,Smoothie,2.0,4.0,8.0
4008,2023-06-04,TXN_7566250,Salad,3.0,5.0,15.0
4007,2023-06-04,TXN_9313535,Cookie,1.0,1.0,1.0
4006,2023-06-04,TXN_6476719,Juice,5.0,3.0,15.0
4014,2023-06-04,TXN_3956062,Coffee,3.0,2.0,6.0
4036,2023-06-05,TXN_7865037,Coffee,1.0,2.0,2.0
4037,2023-06-05,TXN_1866707,Smoothie,3.0,4.0,12.0
4038,2023-06-05,TXN_2227825,Smoothie,5.0,4.0,20.0
4041,2023-06-05,TXN_8356048,Smoothie,5.0,4.0,20.0
4040,2023-06-05,TXN_7483257,Smoothie,2.0,4.0,8.0
4035,2023-06-05,TXN_7738455,Tea,3.0,1.5,4.5
4042,2023-06-05,TXN_7276452,Coffee,3.0,2.0,6.0
4039,2023-06-05,TXN_2366464,Juice,1.0,3.0,3.0
4034,2023-06-05,TXN_3607652,Salad,4.0,5.0,20.0
4030,2023-06-05,TXN_7068653,Cookie,2.0,1.0,2.0
4032,2023-06-05,TXN_8956534,Coffee,5.0,2.0,10.0
4031,2023-06-05,TXN_8284384,Juice,2.0,3.0,6.0
4029,2023-06-05,TXN_5832968,Salad,5.0,5.0,25.0
4028,2023-06-05,TXN_2070818,Smoothie,5.0,4.0,20.0
4027,2023-06-05,TXN_4832513,Cookie,5.0,1.0,5.0
4026,2023-06-05,TXN_8918905,Cookie,5.0,1.0,5.0
4044,2023-06-05,TXN_7809506,Salad,2.0,5.0,10.0
9812,2023-06-05,TXN_2414686,Juice,1.0,3.0,3.0
4033,2023-06-05,TXN_9778859,Cookie,3.0,1.0,3.0
4043,2023-06-05,TXN_5005592,Coffee,1.0,2.0,2.0
4073,2023-06-06,TXN_6894703,Cookie,1.0,1.0,1.0
4065,2023-06-06,TXN_9107508,Coffee,1.0,2.0,2.0
4074,2023-06-06,TXN_1907428,Juice,4.0,3.0,12.0
4072,2023-06-06,TXN_2000406,Juice,2.0,3.0,6.0
4071,2023-06-06,TXN_6712087,Juice,2.0,3.0,6.0
4070,2023-06-06,TXN_7555408,Salad,2.0,5.0,10.0
4069,2023-06-06,TXN_5244558,Smoothie,4.0,4.0,16.0
4068,2023-06-06,TXN_5447967,Smoothie,2.0,4.0,8.0
4067,2023-06-06,TXN_4824773,Salad,5.0,5.0,25.0
4066,2023-06-06,TXN_4986514,Tea,3.0,1.5,4.5
4064,2023-06-06,TXN_7797507,Smoothie,5.0,4.0,20.0
4063,2023-06-06,TXN_9336980,Salad,4.0,5.0,20.0
4062,2023-06-06,TXN_6411385,Salad,4.0,5.0,20.0
4061,2023-06-06,TXN_4223265,Juice,5.0,3.0,15.0
4076,2023-06-06,TXN_5564198,Juice,4.0,3.0,12.0
4060,2023-06-06,TXN_4915908,Smoothie,5.0,4.0,20.0
4058,2023-06-06,TXN_8330240,Smoothie,4.0,4.0,16.0
4057,2023-06-06,TXN_5420062,Salad,4.0,5.0,20.0
4056,2023-06-06,TXN_9046415,Smoothie,2.0,4.0,8.0
4055,2023-06-06,TXN_6869767,Smoothie,2.0,4.0,8.0
4054,2023-06-06,TXN_1906642,Cookie,4.0,1.0,4.0
4053,2023-06-06,TXN_3884527,Smoothie,1.0,4.0,4.0
4052,2023-06-06,TXN_7914312,Smoothie,5.0,4.0,20.0
4051,2023-06-06,TXN_3953316,Cookie,2.0,1.0,2.0
4050,2023-06-06,TXN_7093219,Smoothie,4.0,4.0,16.0
4049,2023-06-06,TXN_7134579,Cookie,5.0,1.0,5.0
4048,2023-06-06,TXN_4176272,Coffee,1.0,2.0,2.0
4047,2023-06-06,TXN_6040882,Cookie,1.0,1.0,1.0
4059,2023-06-06,TXN_5860664,Juice,5.0,3.0,15.0
4046,2023-06-06,TXN_2211685,Smoothie,1.0,4.0,4.0
4045,2023-06-06,TXN_9886794,Juice,1.0,3.0,3.0
4094,2023-06-07,TXN_4807049,Cookie,1.0,1.0,1.0
9595,2023-06-07,TXN_3135132,Smoothie,4.0,4.0,16.0
4095,2023-06-07,TXN_9904505,Smoothie,2.0,4.0,8.0
9894,2023-06-07,TXN_9190025,Tea,4.0,1.5,6.0
4098,2023-06-07,TXN_7569615,Juice,2.0,3.0,6.0
4097,2023-06-07,TXN_3463928,Tea,4.0,1.5,6.0
4078,2023-06-07,TXN_1937081,Juice,2.0,3.0,6.0
4079,2023-06-07,TXN_1938148,Juice,2.0,3.0,6.0
4080,2023-06-07,TXN_1417724,Smoothie,2.0,4.0,8.0
4081,2023-06-07,TXN_6271219,Smoothie,3.0,4.0,12.0
4082,2023-06-07,TXN_3233211,Tea,2.0,1.5,3.0
4085,2023-06-07,TXN_2251128,Smoothie,3.0,4.0,12.0
4084,2023-06-07,TXN_7476268,Juice,2.0,3.0,6.0
4096,2023-06-07,TXN_9655661,Juice,1.0,3.0,3.0
4086,2023-06-07,TXN_8065180,Smoothie,5.0,4.0,20.0
4087,2023-06-07,TXN_1631377,Coffee,5.0,2.0,10.0
4088,2023-06-07,TXN_8701045,Juice,2.0,3.0,6.0
4089,2023-06-07,TXN_2324227,Cookie,1.0,1.0,1.0
4090,2023-06-07,TXN_2206740,Coffee,3.0,2.0,6.0
4083,2023-06-07,TXN_4243930,Smoothie,5.0,4.0,20.0
4091,2023-06-07,TXN_8110646,Juice,2.0,3.0,6.0
4092,2023-06-07,TXN_6071202,Cookie,1.0,1.0,1.0
4117,2023-06-08,TXN_8944202,Smoothie,3.0,4.0,12.0
4118,2023-06-08,TXN_3641519,Cookie,5.0,1.0,5.0
4119,2023-06-08,TXN_4120124,Coffee,1.0,2.0,2.0
4122,2023-06-08,TXN_2655815,Smoothie,4.0,4.0,16.0
4121,2023-06-08,TXN_1094479,Juice,3.0,3.0,9.0
4116,2023-06-08,TXN_1443912,Juice,2.0,3.0,6.0
4123,2023-06-08,TXN_6346483,Coffee,1.0,2.0,2.0
4124,2023-06-08,TXN_8946752,Tea,4.0,1.5,6.0
4125,2023-06-08,TXN_8951525,Juice,3.0,3.0,9.0
4120,2023-06-08,TXN_8126762,Coffee,5.0,2.0,10.0
4115,2023-06-08,TXN_4430474,Juice,2.0,3.0,6.0
4109,2023-06-08,TXN_3866162,Juice,5.0,3.0,15.0
4113,2023-06-08,TXN_2726254,Smoothie,3.0,4.0,12.0
4111,2023-06-08,TXN_9201212,Smoothie,4.0,4.0,16.0
4110,2023-06-08,TXN_4397349,Smoothie,2.0,4.0,8.0
4108,2023-06-08,TXN_6212975,Smoothie,1.0,4.0,4.0
4107,2023-06-08,TXN_2165365,Coffee,5.0,2.0,10.0
4106,2023-06-08,TXN_8304399,Tea,2.0,1.5,3.0
4105,2023-06-08,TXN_2161255,Smoothie,3.0,4.0,12.0
4102,2023-06-08,TXN_5043774,Smoothie,3.0,4.0,12.0
4101,2023-06-08,TXN_2457961,Coffee,2.0,2.0,4.0
4100,2023-06-08,TXN_8422494,Salad,4.0,5.0,20.0
4099,2023-06-08,TXN_2566258,Cookie,4.0,1.0,4.0
4114,2023-06-08,TXN_1959082,Juice,5.0,3.0,15.0
4103,2023-06-08,TXN_1856112,Salad,3.0,5.0,15.0
4112,2023-06-08,TXN_9084554,Smoothie,4.0,4.0,16.0
4148,2023-06-09,TXN_8122340,Coffee,4.0,2.0,8.0
4145,2023-06-09,TXN_4051488,Cookie,4.0,1.0,4.0
4149,2023-06-09,TXN_7952680,Salad,1.0,5.0,5.0
4150,2023-06-09,TXN_3964550,Tea,3.0,1.5,4.5
4151,2023-06-09,TXN_2602732,Salad,4.0,5.0,20.0
4152,2023-06-09,TXN_3486178,Juice,5.0,3.0,15.0
4144,2023-06-09,TXN_4577234,Juice,4.0,3.0,12.0
4143,2023-06-09,TXN_1340358,Smoothie,3.0,4.0,12.0
4142,2023-06-09,TXN_7362525,Juice,5.0,3.0,15.0
4141,2023-06-09,TXN_9904042,Smoothie,4.0,4.0,16.0
4140,2023-06-09,TXN_8740257,Juice,5.0,3.0,15.0
4139,2023-06-09,TXN_1046384,Smoothie,1.0,4.0,4.0
4138,2023-06-09,TXN_2977414,Juice,4.0,3.0,12.0
4137,2023-06-09,TXN_8666003,Smoothie,4.0,4.0,16.0
4135,2023-06-09,TXN_3494014,Juice,1.0,3.0,3.0
4134,2023-06-09,TXN_7708810,Smoothie,1.0,4.0,4.0
4133,2023-06-09,TXN_6617283,Tea,4.0,1.5,6.0
4132,2023-06-09,TXN_7750963,Tea,4.0,1.5,6.0
4130,2023-06-09,TXN_2928676,Cookie,1.0,1.0,1.0
4129,2023-06-09,TXN_9835620,Juice,2.0,3.0,6.0
4128,2023-06-09,TXN_7433758,Cookie,1.0,1.0,1.0
4127,2023-06-09,TXN_5491825,Juice,4.0,3.0,12.0
4126,2023-06-09,TXN_6977098,Juice,5.0,3.0,15.0
4147,2023-06-09,TXN_8038871,Juice,5.0,3.0,15.0
4146,2023-06-09,TXN_7031347,Juice,4.0,3.0,12.0
4174,2023-06-10,TXN_5240229,Salad,1.0,5.0,5.0
4180,2023-06-10,TXN_3358787,Juice,1.0,3.0,3.0
4154,2023-06-10,TXN_5220895,Salad,5.0,5.0,25.0
4170,2023-06-10,TXN_5897205,Cookie,1.0,1.0,1.0
4169,2023-06-10,TXN_8687151,Salad,5.0,5.0,25.0
4168,2023-06-10,TXN_3542902,Smoothie,1.0,4.0,4.0
4173,2023-06-10,TXN_9663098,Juice,2.0,3.0,6.0
4167,2023-06-10,TXN_9643180,Coffee,2.0,2.0,4.0
4166,2023-06-10,TXN_1773873,Salad,5.0,5.0,25.0
4165,2023-06-10,TXN_6029333,Juice,1.0,3.0,3.0
4164,2023-06-10,TXN_2526667,Juice,3.0,3.0,9.0
4163,2023-06-10,TXN_5234368,Coffee,3.0,2.0,6.0
4162,2023-06-10,TXN_6932070,Tea,4.0,1.5,6.0
4161,2023-06-10,TXN_3334257,Smoothie,2.0,4.0,8.0
4160,2023-06-10,TXN_2599005,Juice,2.0,3.0,6.0
4159,2023-06-10,TXN_4315166,Smoothie,2.0,4.0,8.0
4158,2023-06-10,TXN_4635230,Smoothie,3.0,4.0,12.0
4157,2023-06-10,TXN_4885518,Salad,3.0,5.0,15.0
4156,2023-06-10,TXN_1694364,Smoothie,3.0,4.0,12.0
4155,2023-06-10,TXN_4563544,Smoothie,5.0,4.0,20.0
4175,2023-06-10,TXN_3765707,Smoothie,1.0,4.0,4.0
4181,2023-06-10,TXN_3884811,Coffee,4.0,2.0,8.0
4172,2023-06-10,TXN_9511794,Cookie,1.0,1.0,1.0
4179,2023-06-10,TXN_9169536,Juice,5.0,3.0,15.0
4178,2023-06-10,TXN_9456575,Tea,5.0,1.5,7.5
4177,2023-06-10,TXN_9137801,Smoothie,5.0,4.0,20.0
4182,2023-06-10,TXN_6920323,Smoothie,1.0,4.0,4.0
4171,2023-06-10,TXN_8005089,Salad,4.0,5.0,20.0
4176,2023-06-10,TXN_9689507,Salad,3.0,5.0,15.0
4197,2023-06-11,TXN_4368729,Coffee,3.0,2.0,6.0
4203,2023-06-11,TXN_9081686,Cookie,5.0,1.0,5.0
4202,2023-06-11,TXN_3053494,Juice,5.0,3.0,15.0
4201,2023-06-11,TXN_3521791,Coffee,1.0,2.0,2.0
4200,2023-06-11,TXN_2402993,Cookie,5.0,1.0,5.0
4199,2023-06-11,TXN_2083119,Cookie,2.0,1.0,2.0
4198,2023-06-11,TXN_4954887,Cookie,3.0,1.0,3.0
4196,2023-06-11,TXN_3160411,Coffee,2.0,2.0,4.0
4195,2023-06-11,TXN_4360906,Smoothie,2.0,4.0,8.0
4194,2023-06-11,TXN_1952465,Juice,2.0,3.0,6.0
4193,2023-06-11,TXN_1538515,Juice,4.0,3.0,12.0
4192,2023-06-11,TXN_5758199,Coffee,4.0,2.0,8.0
4191,2023-06-11,TXN_2078232,Tea,1.0,1.5,1.5
4190,2023-06-11,TXN_2842641,Juice,1.0,3.0,3.0
4189,2023-06-11,TXN_1556708,Smoothie,1.0,4.0,4.0
4188,2023-06-11,TXN_8837015,Juice,3.0,3.0,9.0
4187,2023-06-11,TXN_5445994,Juice,1.0,3.0,3.0
4186,2023-06-11,TXN_1365285,Juice,5.0,3.0,15.0
4185,2023-06-11,TXN_5387067,Salad,3.0,5.0,15.0
4184,2023-06-11,TXN_5333966,Juice,4.0,3.0,12.0
4183,2023-06-11,TXN_5449092,Juice,4.0,3.0,12.0
4213,2023-06-12,TXN_5679014,Coffee,1.0,2.0,2.0
4212,2023-06-12,TXN_6412590,Salad,1.0,5.0,5.0
4211,2023-06-12,TXN_8664335,Smoothie,5.0,4.0,20.0
4210,2023-06-12,TXN_9813095,Juice,2.0,3.0,6.0
4209,2023-06-12,TXN_6717074,Tea,3.0,1.5,4.5
4225,2023-06-12,TXN_4912458,Juice,4.0,3.0,12.0
4206,2023-06-12,TXN_7496394,Smoothie,4.0,4.0,16.0
4205,2023-06-12,TXN_2217038,Tea,5.0,1.5,7.5
4204,2023-06-12,TXN_7551097,Juice,2.0,3.0,6.0
9743,2023-06-12,TXN_2785563,Juice,5.0,3.0,15.0
4214,2023-06-12,TXN_4935533,Smoothie,1.0,4.0,4.0
4207,2023-06-12,TXN_4000025,Tea,5.0,1.5,7.5
4224,2023-06-12,TXN_2488987,Tea,5.0,1.5,7.5
4215,2023-06-12,TXN_1789504,Salad,1.0,5.0,5.0
4217,2023-06-12,TXN_9395087,Tea,1.0,1.5,1.5
4216,2023-06-12,TXN_5996894,Juice,1.0,3.0,3.0
4222,2023-06-12,TXN_9425096,Smoothie,5.0,4.0,20.0
4231,2023-06-12,TXN_9857674,Tea,5.0,1.5,7.5
4230,2023-06-12,TXN_9480564,Cookie,4.0,1.0,4.0
4229,2023-06-12,TXN_2101632,Smoothie,4.0,4.0,16.0
4228,2023-06-12,TXN_1805937,Juice,3.0,3.0,9.0
4232,2023-06-12,TXN_9196658,Cookie,1.0,1.0,1.0
4226,2023-06-12,TXN_7326075,Cookie,1.0,1.0,1.0
4221,2023-06-12,TXN_5620636,Tea,4.0,1.5,6.0
4220,2023-06-12,TXN_5318263,Smoothie,1.0,4.0,4.0
4219,2023-06-12,TXN_1866028,Tea,5.0,1.5,7.5
4218,2023-06-12,TXN_8043642,Salad,4.0,5.0,20.0
4227,2023-06-12,TXN_6125646,Cookie,2.0,1.0,2.0
4223,2023-06-12,TXN_2089778,Juice,1.0,3.0,3.0
4240,2023-06-13,TXN_3218971,Smoothie,5.0,4.0,20.0
4233,2023-06-13,TXN_5426507,Juice,2.0,3.0,6.0
4234,2023-06-13,TXN_1318943,Coffee,2.0,2.0,4.0
4235,2023-06-13,TXN_3290872,Juice,2.0,3.0,6.0
4236,2023-06-13,TXN_9928552,Smoothie,5.0,4.0,20.0
4237,2023-06-13,TXN_7292790,Cookie,4.0,1.0,4.0
4238,2023-06-13,TXN_4637070,Tea,3.0,1.5,4.5
4239,2023-06-13,TXN_8650185,Smoothie,5.0,4.0,20.0
4244,2023-06-13,TXN_4764398,Smoothie,2.0,4.0,8.0
4243,2023-06-13,TXN_1438257,Salad,4.0,5.0,20.0
4245,2023-06-13,TXN_8607376,Coffee,5.0,2.0,10.0
4247,2023-06-13,TXN_2494494,Coffee,1.0,2.0,2.0
4248,2023-06-13,TXN_9180345,Smoothie,4.0,4.0,16.0
4250,2023-06-13,TXN_5552114,Smoothie,2.0,4.0,8.0
4251,2023-06-13,TXN_9101792,Coffee,5.0,2.0,10.0
4252,2023-06-13,TXN_6119823,Tea,2.0,1.5,3.0
4253,2023-06-13,TXN_8839045,Juice,2.0,3.0,6.0
4254,2023-06-13,TXN_5512533,Coffee,4.0,2.0,8.0
4255,2023-06-13,TXN_4179583,Smoothie,3.0,4.0,12.0
4256,2023-06-13,TXN_6769465,Juice,5.0,3.0,15.0
4257,2023-06-13,TXN_1394131,Juice,4.0,3.0,12.0
4242,2023-06-13,TXN_5050111,Salad,3.0,5.0,15.0
4241,2023-06-13,TXN_2890321,Tea,3.0,1.5,4.5
4258,2023-06-14,TXN_2223047,Coffee,2.0,2.0,4.0
4259,2023-06-14,TXN_8496788,Juice,4.0,3.0,12.0
4263,2023-06-14,TXN_5198524,Juice,1.0,3.0,3.0
4262,2023-06-14,TXN_5171248,Juice,5.0,3.0,15.0
4279,2023-06-14,TXN_8279269,Smoothie,4.0,4.0,16.0
4278,2023-06-14,TXN_3215610,Juice,2.0,3.0,6.0
4277,2023-06-14,TXN_8353202,Smoothie,4.0,4.0,16.0
4276,2023-06-14,TXN_6259827,Juice,2.0,3.0,6.0
4274,2023-06-14,TXN_3676305,Salad,5.0,5.0,25.0
4273,2023-06-14,TXN_5400266,Tea,3.0,1.5,4.5
4272,2023-06-14,TXN_3654670,Juice,1.0,3.0,3.0
4271,2023-06-14,TXN_9190061,Salad,5.0,5.0,25.0
4275,2023-06-14,TXN_9752586,Tea,2.0,1.5,3.0
4269,2023-06-14,TXN_4108120,Coffee,2.0,2.0,4.0
4268,2023-06-14,TXN_6309965,Juice,5.0,3.0,15.0
4267,2023-06-14,TXN_4704439,Coffee,3.0,2.0,6.0
4266,2023-06-14,TXN_2210265,Juice,2.0,3.0,6.0
4265,2023-06-14,TXN_3484276,Cookie,5.0,1.0,5.0
4264,2023-06-14,TXN_7468084,Coffee,5.0,2.0,10.0
4261,2023-06-14,TXN_3762778,Coffee,5.0,2.0,10.0
4260,2023-06-14,TXN_8032010,Tea,1.0,1.5,1.5
4270,2023-06-14,TXN_7478306,Tea,2.0,1.5,3.0
4295,2023-06-15,TXN_1701465,Juice,1.0,3.0,3.0
4296,2023-06-15,TXN_5125759,Coffee,3.0,2.0,6.0
4297,2023-06-15,TXN_3425783,Juice,2.0,3.0,6.0
4298,2023-06-15,TXN_4131020,Smoothie,2.0,4.0,8.0
4303,2023-06-15,TXN_7838465,Smoothie,3.0,4.0,12.0
4300,2023-06-15,TXN_7838964,Smoothie,3.0,4.0,12.0
4301,2023-06-15,TXN_8360073,Juice,4.0,3.0,12.0
4302,2023-06-15,TXN_1928401,Smoothie,5.0,4.0,20.0
4294,2023-06-15,TXN_7942343,Cookie,4.0,1.0,4.0
4299,2023-06-15,TXN_6306644,Juice,2.0,3.0,6.0
4292,2023-06-15,TXN_4321091,Smoothie,2.0,4.0,8.0
4283,2023-06-15,TXN_8372268,Salad,2.0,5.0,10.0
4290,2023-06-15,TXN_8022689,Tea,1.0,1.5,1.5
4289,2023-06-15,TXN_2069068,Juice,5.0,3.0,15.0
4288,2023-06-15,TXN_6568440,Cookie,1.0,1.0,1.0
4287,2023-06-15,TXN_3233221,Juice,5.0,3.0,15.0
4286,2023-06-15,TXN_7231153,Salad,1.0,5.0,5.0
4285,2023-06-15,TXN_9063299,Juice,4.0,3.0,12.0
4284,2023-06-15,TXN_8159649,Coffee,4.0,2.0,8.0
4304,2023-06-15,TXN_4002629,Juice,5.0,3.0,15.0
4282,2023-06-15,TXN_6609572,Smoothie,4.0,4.0,16.0
4281,2023-06-15,TXN_3847405,Smoothie,1.0,4.0,4.0
4291,2023-06-15,TXN_2482298,Salad,2.0,5.0,10.0
4305,2023-06-15,TXN_2427834,Tea,4.0,1.5,6.0
4307,2023-06-15,TXN_3717422,Salad,2.0,5.0,10.0
9806,2023-06-15,TXN_6184247,Juice,1.0,3.0,3.0
4306,2023-06-15,TXN_3829165,Juice,4.0,3.0,12.0
4308,2023-06-15,TXN_2672972,Smoothie,1.0,4.0,4.0
4348,2023-06-16,TXN_7953750,Smoothie,5.0,4.0,20.0
4332,2023-06-16,TXN_3016203,Salad,1.0,5.0,5.0
4333,2023-06-16,TXN_9358399,Tea,5.0,1.5,7.5
4334,2023-06-16,TXN_5247378,Smoothie,2.0,4.0,8.0
4335,2023-06-16,TXN_6745856,Juice,4.0,3.0,12.0
4336,2023-06-16,TXN_9800351,Tea,3.0,1.5,4.5
4337,2023-06-16,TXN_8282744,Tea,2.0,1.5,3.0
4338,2023-06-16,TXN_9715885,Smoothie,4.0,4.0,16.0
4339,2023-06-16,TXN_7471281,Smoothie,5.0,4.0,20.0
4341,2023-06-16,TXN_6727985,Salad,5.0,5.0,25.0
4342,2023-06-16,TXN_6047710,Smoothie,3.0,4.0,12.0
4343,2023-06-16,TXN_5939950,Smoothie,2.0,4.0,8.0
4344,2023-06-16,TXN_9389434,Juice,5.0,3.0,15.0
4345,2023-06-16,TXN_5965095,Salad,4.0,5.0,20.0
4346,2023-06-16,TXN_2336708,Juice,2.0,3.0,6.0
4347,2023-06-16,TXN_9081409,Juice,1.0,3.0,3.0
4331,2023-06-16,TXN_6974587,Salad,3.0,5.0,15.0
4340,2023-06-16,TXN_9774251,Juice,2.0,3.0,6.0
4327,2023-06-16,TXN_2007418,Smoothie,4.0,4.0,16.0
4326,2023-06-16,TXN_9315119,Salad,2.0,5.0,10.0
4309,2023-06-16,TXN_4147073,Juice,4.0,3.0,12.0
4310,2023-06-16,TXN_8555334,Coffee,1.0,2.0,2.0
4311,2023-06-16,TXN_7054849,Juice,4.0,3.0,12.0
4312,2023-06-16,TXN_8203190,Tea,2.0,1.5,3.0
4313,2023-06-16,TXN_4476634,Tea,2.0,1.5,3.0
4314,2023-06-16,TXN_9914084,Coffee,1.0,2.0,2.0
4315,2023-06-16,TXN_6365371,Smoothie,2.0,4.0,8.0
4316,2023-06-16,TXN_6516391,Juice,2.0,3.0,6.0
4317,2023-06-16,TXN_1914728,Cookie,5.0,1.0,5.0
4318,2023-06-16,TXN_5595717,Juice,2.0,3.0,6.0
4319,2023-06-16,TXN_6797827,Smoothie,1.0,4.0,4.0
4320,2023-06-16,TXN_4840522,Smoothie,3.0,4.0,12.0
4321,2023-06-16,TXN_1512185,Coffee,4.0,2.0,8.0
4322,2023-06-16,TXN_6034709,Coffee,2.0,2.0,4.0
4323,2023-06-16,TXN_7560989,Smoothie,3.0,4.0,12.0
4324,2023-06-16,TXN_8068515,Cookie,1.0,1.0,1.0
4325,2023-06-16,TXN_5493965,Juice,1.0,3.0,3.0
4328,2023-06-16,TXN_5141000,Smoothie,4.0,4.0,16.0
9702,2023-06-17,TXN_9123562,Juice,5.0,3.0,15.0
4369,2023-06-17,TXN_5166412,Cookie,4.0,1.0,4.0
4363,2023-06-17,TXN_6762250,Cookie,2.0,1.0,2.0
4372,2023-06-17,TXN_3947201,Cookie,5.0,1.0,5.0
4371,2023-06-17,TXN_5625086,Smoothie,1.0,4.0,4.0
4370,2023-06-17,TXN_7887682,Coffee,2.0,2.0,4.0
4368,2023-06-17,TXN_3898445,Smoothie,3.0,4.0,12.0
4367,2023-06-17,TXN_6378158,Salad,5.0,5.0,25.0
4366,2023-06-17,TXN_5894676,Smoothie,5.0,4.0,20.0
4365,2023-06-17,TXN_1226662,Salad,1.0,5.0,5.0
4364,2023-06-17,TXN_6034785,Coffee,3.0,2.0,6.0
4375,2023-06-17,TXN_2467699,Tea,1.0,1.5,1.5
4361,2023-06-17,TXN_2632916,Juice,3.0,3.0,9.0
4373,2023-06-17,TXN_6066433,Tea,2.0,1.5,3.0
4360,2023-06-17,TXN_9928409,Smoothie,4.0,4.0,16.0
4359,2023-06-17,TXN_1221801,Smoothie,2.0,4.0,8.0
4358,2023-06-17,TXN_9126573,Salad,4.0,5.0,20.0
4356,2023-06-17,TXN_1461895,Juice,5.0,3.0,15.0
4355,2023-06-17,TXN_8430882,Smoothie,2.0,4.0,8.0
4354,2023-06-17,TXN_1349640,Juice,2.0,3.0,6.0
4353,2023-06-17,TXN_1482123,Coffee,1.0,2.0,2.0
4352,2023-06-17,TXN_6305420,Cookie,3.0,1.0,3.0
4351,2023-06-17,TXN_6994752,Juice,4.0,3.0,12.0
4350,2023-06-17,TXN_1860406,Coffee,2.0,2.0,4.0
4349,2023-06-17,TXN_1192970,Coffee,2.0,2.0,4.0
4376,2023-06-17,TXN_2528186,Coffee,2.0,2.0,4.0
4374,2023-06-17,TXN_4030763,Salad,2.0,5.0,10.0
4384,2023-06-18,TXN_1818438,Coffee,5.0,2.0,10.0
4412,2023-06-18,TXN_9764251,Cookie,4.0,1.0,4.0
4377,2023-06-18,TXN_2402637,Smoothie,2.0,4.0,8.0
4378,2023-06-18,TXN_6148811,Tea,5.0,1.5,7.5
4379,2023-06-18,TXN_5179020,Juice,2.0,3.0,6.0
4380,2023-06-18,TXN_7047860,Coffee,2.0,2.0,4.0
4407,2023-06-18,TXN_6355620,Cookie,1.0,1.0,1.0
4406,2023-06-18,TXN_6581580,Coffee,3.0,2.0,6.0
4405,2023-06-18,TXN_3097593,Smoothie,2.0,4.0,8.0
4404,2023-06-18,TXN_3394874,Coffee,4.0,2.0,8.0
4403,2023-06-18,TXN_6097759,Smoothie,4.0,4.0,16.0
4401,2023-06-18,TXN_3863940,Salad,2.0,5.0,10.0
4400,2023-06-18,TXN_2802630,Cookie,4.0,1.0,4.0
4410,2023-06-18,TXN_3359911,Cookie,4.0,1.0,4.0
4399,2023-06-18,TXN_6335423,Coffee,2.0,2.0,4.0
4398,2023-06-18,TXN_7252860,Cookie,3.0,1.0,3.0
4397,2023-06-18,TXN_9005782,Tea,4.0,1.5,6.0
4396,2023-06-18,TXN_7565052,Smoothie,5.0,4.0,20.0
4395,2023-06-18,TXN_4385632,Tea,5.0,1.5,7.5
4394,2023-06-18,TXN_5402385,Juice,2.0,3.0,6.0
4393,2023-06-18,TXN_7406393,Tea,5.0,1.5,7.5
4392,2023-06-18,TXN_1516182,Cookie,1.0,1.0,1.0
4391,2023-06-18,TXN_1435192,Juice,2.0,3.0,6.0
4390,2023-06-18,TXN_6715991,Juice,1.0,3.0,3.0
4389,2023-06-18,TXN_9679889,Smoothie,3.0,4.0,12.0
4388,2023-06-18,TXN_2907979,Juice,3.0,3.0,9.0
4387,2023-06-18,TXN_7029719,Salad,2.0,5.0,10.0
4386,2023-06-18,TXN_2930503,Juice,3.0,3.0,9.0
